,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
572,This game has 2 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,2,7,3,1,5,4,4,6
573,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,5,5,2,1,2,6,5,6
574,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,4,7,0,3,3,4,7,4
575,This game has 6 reported Temporal Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,6,11,5,4,8,11,9,10
576,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,3,7,2,1,4,4,5,6
577,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 1 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,5,6,1,1,2,5,6,6
578,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Monetary Dark Patterns. There are 9 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,2,5,3,4,9,2,4
579,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,6,4,1,2,1,7,6,5
580,This game has 9 reported Temporal Dark Patterns. There are 18 votes indicating the absence of a dark pattern.,This game has 17 reported Monetary Dark Patterns. There are 25 votes indicating the absence of a dark pattern.,This game has 12 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 13 reported Psychological Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,9,17,12,13,18,25,14,14
581,This game has 4 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,4,5,2,2,3,6,5,5
582,This game has 3 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,3,5,0,0,3,4,0,0
583,This game has 3 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,3,3,3,3,2,7,4,4
584,This game has 13 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 12 reported Monetary Dark Patterns. There are 16 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,13,12,4,4,7,16,12,8
585,This game has 23 reported Temporal Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 25 reported Monetary Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 35 votes indicating the absence of a dark pattern.,This game has 20 reported Psychological Dark Patterns. There are 15 votes indicating the absence of a dark pattern.,23,25,0,20,10,27,35,15
586,This game has 28 reported Temporal Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 30 reported Monetary Dark Patterns. There are 30 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 40 votes indicating the absence of a dark pattern.,This game has 20 reported Psychological Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,28,30,2,20,14,30,40,21
587,This game has 7 reported Temporal Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,7,11,0,6,7,11,7,7
588,This game has 14 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 15 reported Monetary Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 11 reported Psychological Dark Patterns. There are 8 votes indicating the absence of a dark pattern.,14,15,0,11,5,17,21,8
589,This game has 5 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,5,5,0,2,1,6,7,0
590,This game has 10 reported Temporal Dark Patterns. There are 11 votes indicating the absence of a dark pattern.,This game has 13 reported Monetary Dark Patterns. There are 20 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 14 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 13 votes indicating the absence of a dark pattern.,10,13,7,8,11,20,14,13
591,This game has 3 reported Temporal Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 4 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 2 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,3,4,1,2,4,4,2,3
592,This game has 16 reported Temporal Dark Patterns. There are 21 votes indicating the absence of a dark pattern.,This game has 28 reported Monetary Dark Patterns. There are 27 votes indicating the absence of a dark pattern.,This game has 7 reported Social Dark Patterns. There are 28 votes indicating the absence of a dark pattern.,This game has 17 reported Psychological Dark Patterns. There are 17 votes indicating the absence of a dark pattern.,16,28,7,17,21,27,28,17
593,This game has 36 reported Temporal Dark Patterns. There are 19 votes indicating the absence of a dark pattern.,This game has 31 reported Monetary Dark Patterns. There are 54 votes indicating the absence of a dark pattern.,This game has 17 reported Social Dark Patterns. There are 39 votes indicating the absence of a dark pattern.,This game has 15 reported Psychological Dark Patterns. There are 38 votes indicating the absence of a dark pattern.,36,31,17,15,19,54,39,38
